gene,gene_score_add,pval_gs,chr,tss_pos,gene_score_prom,gene_score_enh,n.cpg.gene,n.cpg.sig.gene,n.cpg.in.eQTR,cpg_id,pos,tss_dist,pval,padj,meth.change
NUP62,14.6051580585727,0.18,chr19,49929700,,14.6051580585727,9,0,9,2022566,50432451,-502751,0.0166045668670447,0.331621695908242,31.6702062246024
NUP85,2523.99600747204,0,chr17,75205659,329.189308939025,2194.80669853302,152,24,136,1854761,73150107,-2055552,0.000136243769103661,0.0933860339547087,47.7842301123619
NUP88,615.604093054075,0.003,chr17,5323059,612.349576861735,3.25451619234023,8,0,2,1776449,5323654,-595,0.0165763278935269,0.331559033808622,33.5085421356479
NUP93,538.571905450034,0,chr16,56764040,496.571380563487,42.0005248865472,19,2,0,1723014,56764090,50,0.000316156568983599,0.117079211586453,60.2916981653341
NUP98,611.604981751619,0.002,chr11,3818776,352.452117402091,259.152864349528,28,2,16,1261425,3818306,470,0.00845597988596536,0.2743621107074,40.8179961423622
NUPL2,63.1770758891747,0.026,chr7,23181827,,63.1770758891747,13,1,13,835347,23145622,-36205,0.00241018311511617,0.194780357955322,62.1936572093008
NUPR1,58.3407634218168,0.003,chr16,28539174,,58.3407634218168,3,1,3,1704909,28608472,-69298,0.000253205692655779,0.110147360576076,58.7570413562975
NUPR2,176.30037085265,0.114,chr7,56184110,111.932509745292,64.3678611073586,89,1,31,858630,56243493,-59383,0.00865241435199592,0.276006753112762,44.512850085453
NUS1,111.501121819974,0.176,chr6,117996631,107.259702196787,4.24141962318639,17,0,1,774767,117996563,-68,0.0237063074029109,0.366426288445915,30.5901102170368
NUTM2A,417.317652752746,0,chr10,87225448,-0.0123667103572443,417.305286042388,92,8,61,1205484,89102385,1876937,0.000591628883377721,0.136277248355579,47.8083195464068
NUTM2A-AS1,1099.68417950516,0.002,chr10,89102315,434.393563300207,665.290616204952,40,6,37,1205484,89102385,-70,0.000591628883377721,0.136277248355579,47.8083195464068
NUTM2B,264.114867020211,0.067,chr10,79703227,-0.0123667103572443,264.102500309853,111,1,92,1198502,79595554,-107673,0.00639253960606674,0.253090576066965,25.9062026460108
NUTM2B-AS1,165.966544132704,0.021,chr10,79825782,,165.966544132704,52,1,52,1198778,79793607,32175,0.00672741512737323,0.256062026294393,43.0237456243709
NUTM2D,330.566092356224,0,chr10,87357883,-0.0123667103572443,330.553725645866,48,6,32,1205484,89102385,1744502,0.000591628883377721,0.136277248355579,47.8083195464068
NUTM2E,698.785717734752,0,chr10,79841358,-0.0123667103572443,698.773351024395,42,5,25,1200725,81586343,1744985,0.000591628883377721,0.136277248355579,47.8083195464068
NUTM2F,248.09580370238,0.007,chr9,97090926,210.388696269582,37.7071074327975,22,1,0,1085799,97091099,-173,0.0073351298816308,0.262974810054583,36.8494750649636
NUTM2G,10.7279664117383,0.033,chr9,96928310,,10.7279664117383,6,1,6,1088745,99691114,2762804,0.00738884141260186,0.263538950980674,36.8316133240955
NVL,606.646566843802,0.004,chr1,224517874,347.461311754764,259.185255089039,12,2,8,172024,224517615,259,0.0017774728470436,0.180391282201596,44.8993874594864
NWD1,28.7954290792625,0.372,chr19,16842002,-10.991245203619,17.8041838756436,23,0,0,1972523,16843755,1753,0.0182094976374183,0.341347987753184,-7.34336408668331
NWD2,166.117193687822,0.17,chr4,37246364,105.605273809851,60.5119198779706,30,3,0,514678,37283593,37229,0.00396209665039165,0.222814213268501,17.6622464997644
NXF1,0.0976556955628507,0.745,chr11,62806302,,0.0976556955628507,1,0,1,1297816,62582191,224111,0.761407958906791,0.933606962717766,4.73380860687333
NXN,595.282904765277,0.005,chr17,883016,442.024158343145,153.258746422132,130,3,9,1766307,881744,1272,0.000677708732359723,0.141565020564326,40.7348000036746
NXNL1,103.036396376494,0.265,chr19,17571735,0.763452481329875,102.272943895164,15,0,0,1974250,17565908,5827,0.0122477967540314,0.305011007583937,44.2000096773547
NXNL2,204.429575869723,0.166,chr9,88535101,107.576585612519,96.8529902572041,88,0,30,1079954,91003565,2468464,0.011581434071126,0.300977553990734,-25.2195935429822
NXPE2,18.9800454449402,0.211,chr11,114549248,,18.9800454449402,32,0,0,1340031,114692709,143461,0.013754335126026,0.315159922634108,28.0064926539736
NXPE3,213.266082851406,0.141,chr3,101779202,,213.266082851406,38,0,38,423303,101637145,-142057,0.0177070592564752,0.338590019029239,13.5712450799401
NXPH1,236.571767814892,0.173,chr7,8473238,120.394646278613,116.177121536279,59,0,0,829253,8481014,7776,0.0175939704942914,0.337871633639599,41.2863219362541
NXPH2,419.685170274979,0.01,chr2,139537960,379.478016750932,40.2071535240471,30,1,0,295614,139538815,-855,0.00277727851383256,0.201349625057729,53.8391592561425
NXPH3,903.779623857364,0,chr17,47653232,878.640449307216,25.1391745501483,38,2,0,1829713,47653793,561,0.00027721607646337,0.112758087187806,45.8747478138088
NXPH4,701.857539776645,0.007,chr12,57610576,645.281289208256,56.5762505683891,37,3,0,1402553,57610105,-471,0.00261599112807034,0.1984284443937,47.3333297137076
NXT1,225.302822276571,0.11,chr20,23331427,176.113213536255,49.1896087403157,58,3,4,2055074,23317255,-14172,0.00145637140561471,0.170918838663067,31.5645990703537
NYAP1,121.730894485071,0.481,chr7,100081549,68.5475519658069,53.1833425192638,33,0,0,890910,100091397,9848,0.0730253645105118,0.494866442750446,24.3494580808273
NYAP2,14.0240118992616,0.685,chr2,226265601,1.16875536861535,12.8552565306463,28,0,0,340833,226440018,174417,0.0135232907762318,0.313674115248455,14.8748408769699
NYNRIN,486.515055563875,0,chr14,24868208,446.706590230612,39.8084653332626,25,1,2,1526540,24868028,-180,0.00608721073929907,0.249209549383394,38.0295225711552
OACYLP,87.765894663484,0.083,chr18,56702910,2.28967326374398,85.47622139974,37,0,0,1911314,56699031,-3879,0.0239724834548299,0.367706585897165,11.8115498505336
OAF,691.047451785798,0.002,chr11,120081739,581.548702422862,109.498749362936,41,4,4,1346374,120081515,-224,7.07977984547656e-05,0.0833813615994613,51.9891489785763
OAS1,43.1979777719795,0.087,chr12,113344581,,43.1979777719795,31,1,8,1434167,113326572,-18009,0.00583143211873753,0.246753482474673,16.0172602645266
OAS2,13.5232595196012,0.089,chr12,112978395,,13.5232595196012,5,0,5,1433777,112847429,-130966,0.062521913744637,0.475269334964697,32.0776382997418
OAS3,328.163656128629,0.039,chr12,113376278,198.94896667879,129.214689449839,14,0,6,1434203,113376261,-17,0.0485453805742679,0.444616602597603,30.8391098099485
OASL,30.5950733472224,0.142,chr12,121039242,,30.5950733472224,24,0,24,1443093,121438432,-399190,0.0188750430138896,0.344348269875513,16.9416123185466
OAT,1035.99519955164,0,chr10,126107545,710.257574879228,325.737624672408,30,5,22,1235493,126107623,-78,6.34806162365961e-05,0.0813342428372355,56.4675590411984
OAZ3,133.838346670406,0.06,chr1,151735444,128.106289717119,5.73205695328711,10,0,0,123722,151735553,109,0.0169365059529723,0.333854983650391,39.3952517650638
OBI1,384.513682486656,0.006,chr13,79233290,375.055362315331,9.45832017132506,17,0,0,1497029,79232950,340,0.0278967157355357,0.383029218248254,33.1068047572906
OBI1-AS1,12.6999648862397,0.225,chr13,78628989,,12.6999648862397,16,0,0,1496751,78637780,8791,0.0202276214139383,0.351039414116993,12.8830119321162
OBSCN,91.9238866103572,0.074,chr1,228395744,40.1444902857513,51.7793963246058,13,0,0,176452,228392861,-2883,0.0261007852233274,0.37610788107333,32.4811875649146
OBSCN-AS1,569.280305482309,0.004,chr1,228401365,430.223235537239,139.057069945069,63,3,0,176568,228457345,-55980,0.000584502384023799,0.136228083374549,57.185427317664
OC90,38.8891494591765,0.358,chr8,133071629,25.3897518532606,13.4993976059159,16,0,0,1019135,133071096,533,0.0536674828253278,0.456406296362056,23.926635874685
OCEL1,450.357797245492,0.081,chr19,17337034,126.895549328449,323.462247917043,78,1,54,1973537,17346459,9425,0.00428288033754477,0.228137454952507,54.0765022339431
OCIAD1,72.7242775861174,0.064,chr4,48805212,,72.7242775861174,44,1,42,521630,48782545,-22667,0.00168660809485126,0.17820472157511,38.1418081956458
OCIAD1-AS1,1.12952426779513,0.395,chr4,48862220,,1.12952426779513,2,0,0,521691,48882324,-20104,0.302330176281369,0.723222298006815,-5.44183432722447
OCIAD2,59.7582938340046,0.419,chr4,48908791,59.0648492061715,0.693444627833153,9,0,0,521708,48908756,35,0.0979983109270782,0.535292411538524,18.50438180844
OCLN,88.5745186670566,0.409,chr5,68788616,88.5698703630628,0.00464830399372097,21,0,0,627258,68789183,567,0.0593775621330199,0.468527711045999,39.9334784570123
OCLNP1,158.362684467311,0.072,chr5,,-0.00566819871774041,158.357016268593,25,0,21,629235,71404687,,0.0189977487788856,0.344866809865826,36.0261842591298
OCM,12.634669048663,0.86,chr7,5920428,-2.46582551131445,10.1688435373485,22,0,8,826210,5927028,6600,0.13059087297514,0.577723846019542,9.01160441430652
OCM2,19.1821111562189,0.966,chr7,97619416,2.39156165521699,16.7905495010019,34,0,0,886970,97612130,7286,0.0434561333692057,0.432049494554968,10.8185739462103
OCSTAMP,62.0652192220864,0.567,chr20,45179293,7.45270565143404,54.6125135706523,32,0,0,2075681,45169911,9382,0.0383437653245262,0.417064261144113,18.8313528588729
ODAM,0.209671368001707,0.881,chr4,71062243,,0.209671368001707,2,0,0,529902,71048104,-14139,0.6779262759365,0.904320561722558,-1.40097736745962
ODAPH,0.16704597899728,0.984,chr4,76481257,-0.0791772699194387,0.0878687090778418,2,0,0,532195,76480880,-377,0.889045291047368,0.971726134382416,-0.935371579539094
ODC1-DT,191.999347411582,0.045,chr2,10589853,105.547661409421,86.4516860021606,82,0,0,205133,10598741,8888,0.0104475597908959,0.292607642868625,38.9733284306609
ODF1,45.3242997380328,0.518,chr8,103563816,,45.3242997380328,30,0,0,1005246,103603718,39902,0.0195134083079651,0.347705870803987,14.0295586631969
ODF2,386.594769501076,0.043,chr9,128455186,196.007538775131,190.587230725946,45,0,23,1114689,131218389,2763203,0.040094295338558,0.422744031544239,29.1635393967535
ODF2L,460.191412672806,0.015,chr1,86396342,277.575411187089,182.616001485717,13,1,9,96601,86862344,-466002,0.00396457845892349,0.222814900721448,40.1694817709542
ODF3B,354.439040928292,0.06,chr22,50971008,204.406443393712,150.03259753458,54,0,37,2190407,50969868,1140,0.0168404761488296,0.333163792145399,41.3557519840124
ODF3L1,73.8696280322117,0.353,chr15,76016381,6.99786674694054,66.8717612852712,18,1,0,1638920,76019976,3595,0.00916491202766841,0.2807074083885,24.6444726664591
ODF3L2,218.071392222607,0.028,chr19,474983,141.152302295024,76.9190899275827,30,0,0,1928031,478364,-3381,0.0129841925739636,0.3101461630772,-17.0763010078453
ODR4,1163.12284594234,0,chr1,186344969,1163.12284594234,,6,3,0,148683,186344999,30,0.00120140903485751,0.163659847919448,47.9361051983952
OGA,795.901677661448,0,chr10,103578222,757.150512049261,38.7511656121871,11,2,0,1217557,103578450,-228,0.00078697172084684,0.146845652257719,52.2725208309196
OGDH,24.0003573291944,0.042,chr7,44606572,,24.0003573291944,18,0,18,850317,44646677,40105,0.0119938761735619,0.303412756593021,41.1053367822482
OGDHL,220.798469930624,0.03,chr10,50970045,148.812168058866,71.9863018717576,43,3,0,1180010,50943466,26579,0.00587103813680752,0.247141692050108,44.4261536111693
OGFOD1,57.60584741886,0.233,chr16,56485995,50.9190656965273,6.68678172233267,9,0,4,1722665,56496661,10666,0.112695865869804,0.555520973593006,12.6425994243422
OGFOD2,466.749697198317,0,chr12,123459749,465.784682044339,0.965015153978341,10,1,3,1447052,123459930,181,0.0095721079511199,0.284898503661863,44.8596286886905
OGFOD3,144.165024735062,0.001,chr17,82415627,,144.165024735062,49,1,49,1874389,80372751,2042876,9.44788755103976e-05,0.086416375677257,55.1042730080713
OGFR,159.556715677921,0.332,chr20,62804835,44.0471848805684,115.509530797352,90,2,75,2096339,61427415,-1377420,0.0011460504316367,0.161213603115044,65.7039786505854
OGFR-AS1,103.688642852856,0.277,chr20,61436939,90.5397920006613,13.1488508521944,16,0,2,2096385,61436893,46,0.0358434582941941,0.409370099057674,26.4220359169128
OGFRL1,17.2386389034885,0.467,chr6,71288803,,17.2386389034885,22,0,22,753340,71998570,709767,0.0673357105371601,0.484772451481856,31.9965121116073
OGFRP1,330.605255751371,0.06,chr22,42665758,323.559031545168,7.04622420620312,36,1,6,2172262,42666166,408,0.00475415381989028,0.234342706421707,42.3706760263007
OGG1,0.446236225951199,0.458,chr3,9749944,,0.446236225951199,1,0,1,366918,9886199,136255,0.453497311443899,0.808860220969447,6.74736374510494
OGN,6.23267247636529,0.234,chr9,92404696,,6.23267247636529,4,0,3,1081441,92776121,-371425,0.19233768875774,0.639557010851122,10.3786268055675
OIP5,236.383303741054,0.042,chr15,41624789,236.350317719785,0.032986021269116,5,0,0,1609009,41624574,215,0.0277187492375483,0.38235139225373,42.1973232504045
OIP5-AS1,62.8654150917885,0,chr15,41283990,,62.8654150917885,7,2,7,1608942,41576043,292053,0.000405814339574385,0.122839544983653,61.479899240844
OLA1,5.44989192806822,0.938,chr2,174248698,,5.44989192806822,12,0,12,311875,175112941,-864243,0.155219721208931,0.60416755064692,24.7788437959721
OLAH,1.90621812250235,0.765,chr10,15032227,,1.90621812250235,6,0,6,1155707,15060058,27831,0.163393003240171,0.612635436638663,7.23106053080379
OLFM1,222.604841619991,0.526,chr9,137979513,83.7967530637253,138.808088556266,143,1,13,1129857,137996746,17233,0.00506818166110642,0.238313762043023,27.0309475768927
OLFM2,469.091054800063,0.044,chr19,10047191,332.861045909188,136.230008890875,101,4,0,1957920,10071230,-24039,0.0047229869002197,0.23399063952459,38.4743866844195
OLFM4,34.2364313341729,0.574,chr13,53602947,1.03439781612121,33.2020335180517,26,0,2,1487932,53589170,-13777,0.0461469797563133,0.438853991132793,31.2618555801879
OLFM5P,18.0175057417405,0.191,chr11,5543015,,18.0175057417405,1,0,0,1262396,5551723,-8708,0.162992014157288,0.612224850611016,20.9425795579626
OLFML1,19.3158840815276,0.064,chr11,7485388,,19.3158840815276,4,0,4,1264127,8190835,705447,0.0435792168544268,0.432366824105134,41.8516802358396
OLFML2A,252.800259486287,0.04,chr9,127563152,22.1646254651011,230.635634021185,36,1,0,1108709,127581318,18166,7.28730220823204e-05,0.0834811888218941,50.8632295977249
OLFML3,94.485556118224,0.187,chr1,114522012,58.9016620732899,35.5838940449341,4,0,0,111922,114519485,-2527,0.112625661862669,0.555475791998524,30.4305378786495
OLIG1,600.340258027312,0.011,chr21,34442446,306.190974125015,294.149283902297,70,2,37,2112948,34442497,51,0.000334884740764007,0.119051918354021,57.2351057180222
OLIG2,642.075784695019,0.023,chr21,34398242,306.039967618723,336.035817076295,91,0,6,2112893,34401568,3326,0.0131893032546376,0.311458409563227,32.6345279311526
OLIG3,537.123137012286,0.017,chr6,137815531,254.453356416541,282.669780595745,82,2,0,783841,137816967,-1436,0.000605519763986857,0.137111564185032,48.3372885169963
OLMALINC,773.885058372252,0,chr10,102133332,592.935823312833,180.949235059419,13,2,0,1215313,102133166,-166,0.00222199928873651,0.190887508687069,46.4586169959646
OMA1,2053.58250634926,0,chr1,59012398,1035.27590246485,1018.30660388441,61,13,34,83894,59012485,-87,0.000165237819107687,0.0999500659205328,43.3289832938781
OMG,13.45006489471,0.294,chr17,31297411,,13.45006489471,11,0,7,1803154,28927400,2370011,0.0325014857821225,0.399066655890627,30.8309750262293
OMP,26.2394942031818,0.776,chr11,76813885,1.00100393592158,25.2384902672602,23,0,0,1322081,76818036,4151,0.0627753142267118,0.475665891695565,-15.0677136953436
ONECUT1,2865.41292656117,0,chr15,53073081,1460.14452135886,1405.26840520231,130,17,0,1617998,53076317,-3236,5.34594772585901e-05,0.0776119550505859,62.4906270058412
ONECUT2,2215.4798537478,0,chr18,55102605,1321.91211478503,893.567738962772,109,11,0,1909659,55096264,-6341,0.000911052308478066,0.152835797772969,58.9638151237602
ONECUT3,945.406891768848,0.037,chr19,1753504,348.609096550031,596.797795218818,226,5,0,1935158,1754102,598,0.00166560568166269,0.177735338911964,43.1055273754796
OOEP,36.7098461848786,0.061,chr6,74079515,36.7098461848786,,9,1,0,754276,74079678,-163,0.00278843989775251,0.20159047156109,40.8732970816713
OOSP1,14.1812340823146,0.042,chr11,59938455,,14.1812340823146,4,1,2,1293319,59569923,-368532,0.00692535960718875,0.258114060994125,45.6681944842187
OPA1,1.3259743658895,0.669,chr3,193593144,,1.3259743658895,2,0,2,476065,193419843,-173301,0.510894099966951,0.836328719154489,-10.5412900393343
OPA1-AS1,10.3110373394099,0.387,chr3,193345121,,10.3110373394099,9,0,0,476096,193452693,-107572,0.0371791914760374,0.413573234160505,13.4053209447955
OPA3,21.2142706247644,0.035,chr19,45602212,,21.2142706247644,6,0,6,2011781,45959683,-357471,0.017075038099115,0.334905878511778,-43.5327645972173
OPCML,430.877396930894,0.022,chr11,132813663,268.775759762284,162.10163716861,89,1,0,1356784,132813874,-211,0.00534322412480262,0.241388096115348,31.0774539814987
OPLAH,148.623124571299,0.221,chr8,145115595,121.929384555041,26.6937400162583,30,0,0,1033936,145118247,-2652,0.0604165019392238,0.470903395990792,22.7089990139348
OPN1SW,227.758879670104,0.015,chr7,128775790,-37.9779146206004,189.780965049504,56,2,53,907820,128431431,344359,0.00206551004986784,0.187615112457148,50.5306439369798
OPN3,1370.45785665729,0,chr1,241803671,770.340124325475,600.117732331819,14,3,4,188105,241803726,-55,0.00525590907857411,0.240132999897327,52.7961414084002
OPN4,84.946768226388,0.164,chr10,88414313,23.4866979267383,61.4600702996497,36,0,2,1204712,88417803,3490,0.0519406563208981,0.452919853907873,15.0157698090481
OPN5,10.7922580926909,0.762,chr6,47749774,-2.27668930732232,8.51556878536858,18,0,0,745206,47729258,-20516,0.0168019532891102,0.333026554255966,10.8117073332345
OPRD1,1101.0150746154,0,chr1,29138681,760.699405743764,340.315668871631,56,9,10,52855,29138520,-161,0.000126865694084996,0.0913882111653437,53.8131974413512
OPRK1,133.545441463771,0.06,chr8,54164257,129.048863346483,4.49657811728757,17,1,0,979867,54165048,-791,0.00285179133476616,0.202901075775857,53.1887221576787
OPRL1,188.178499856671,0.537,chr20,64080173,-0.124886472555701,188.053613384116,72,1,68,2101370,62711483,-1368690,0.00113104253316186,0.160478223244793,33.5328573119292
OPTC,165.187511188173,0.015,chr1,203463280,23.9397019177358,141.247809270438,41,1,0,157347,203482896,19616,0.00806862737095988,0.270620920531057,39.5401903964652
OPTN,307.413300425627,0.018,chr10,13142162,295.452973354921,11.9603270707065,10,1,0,1153682,13142357,195,0.00538695482605965,0.241705474291896,35.614564068726
OR10A3,3.97498606011887,0.37,chr11,7961067,,3.97498606011887,1,0,0,1263894,7958915,2152,0.287679419240015,0.713270773465372,-4.91962829658802
OR10A5,2.52908150066289,0.497,chr11,6866913,,2.52908150066289,3,0,0,1263376,6855252,-11661,0.209652923882834,0.654214387378381,9.1181841512822
OR10A6,16.7791056132309,0.309,chr11,7950209,5.25988549786886,11.5192201153621,5,0,0,1263889,7939884,10325,0.126943367702486,0.573830388534391,-11.4304785736161
OR10A7,0.722055947373717,0.76,chr12,55614808,,0.722055947373717,2,0,0,1399887,55624571,9763,0.552666209613548,0.854254873415326,6.96151377475359
OR10AC1,12.90549908641,0.545,chr7,143209104,9.11013690804834,3.79536217836165,5,0,0,919713,143193515,15589,0.143287366313888,0.591872475973369,4.79081771975682
OR10AD1,134.861284937239,0.034,chr12,48597075,,134.861284937239,10,0,1,1390426,48592037,5038,0.0373244097808649,0.413858946729639,32.1495204650033
OR10AE3P,0.266650956085887,0.483,chr12,55646663,,0.266650956085887,2,0,2,1400135,56092538,-445875,0.177903042984153,0.625921127007237,7.834864419831
OR10AG1,18.5383200059702,0.266,chr11,55735939,11.2838754520197,7.25444455395046,4,0,0,1290910,55737046,-1107,0.223487155737154,0.665552901674653,11.9105766291694
OR10C1,3.08488709610177,0.456,chr6,29407715,-0.902926041639631,2.18196105446214,2,0,0,724253,29403748,-3967,0.220420617991645,0.6630553410704,6.82379978073525
OR10D3,8.48837685359511,0.641,chr11,124055922,6.65298022363542,1.83539662995969,4,0,0,1349629,124055284,-638,0.13021351722362,0.57729136758183,9.69438381979087
OR10G2,36.6814528310103,0.032,chr14,22103096,,36.6814528310103,6,0,0,1523375,22086406,16690,0.0125518418257666,0.307385851990345,44.9499405671456
OR10G3,9.05051591403726,0.653,chr14,22038875,,9.05051591403726,8,0,0,1523325,22036116,2759,0.211914461437927,0.655990883633343,4.40001259810391
OR10G4,12.6345906076592,0.136,chr11,123886281,-0.000274718638994136,12.6343158890203,2,0,0,1349535,123883706,-2575,0.137800682152726,0.585962576217067,11.8618261153686
OR10G6,0.149302998919851,0.935,chr11,123865868,0.0826345368507463,0.0666684620691051,2,0,0,1349526,123864736,1132,0.759112012827761,0.932849351768344,1.3946800157222
OR10G7,31.2860174559323,0.563,chr11,123909708,4.52555387239951,26.7604635835328,17,0,0,1349546,123912096,-2388,0.0926898542546059,0.527011239699072,28.6308974979221
OR10H1,15.9982692241205,0.639,chr19,15918936,-0.281908866181087,15.7163603579394,4,0,0,1970750,15924785,-5849,0.0957173029714729,0.531878573580923,-24.9116883582715
OR10H2,28.8259394119248,0.445,chr19,15838833,,28.8259394119248,8,0,0,1970683,15834210,-4623,0.135305812189042,0.58300736824684,24.2878527093914
OR10H3,28.9388535755844,0.425,chr19,15852202,17.5948468464713,11.3440067291131,4,0,0,1970691,15852909,707,0.191993042468714,0.639238159591553,15.1183146695735
OR10H4,42.3404163244671,0.021,chr19,16059817,-5.31595388117563,37.0244624432915,11,0,0,1970925,16074792,14975,0.0300782288920084,0.391054789647518,18.8448569197194
OR10H5,47.3624767987119,0.12,chr19,15904858,-3.60085597630465,43.7616208224073,7,0,0,1970737,15909442,4584,0.0243699812666202,0.369430809790981,31.8137711683921
OR10J1,15.1229672167593,0.38,chr1,159409511,0.230101816165824,14.8928654005935,9,0,0,132246,159448751,39240,0.0581328555468777,0.466152677922306,14.3805983917862
OR10J3,0.499643116337148,0.918,chr1,159284449,,0.499643116337148,2,0,0,132195,159279708,4741,0.64848456723763,0.893235733096148,4.72344733270224
OR10J5,1.63418596309116,0.871,chr1,159505797,0.0736784481636499,1.56050751492751,4,0,0,132274,159521337,-15540,0.233077263264805,0.673090568458993,3.20374381097
OR10K1,0.0789355739628088,0.641,chr1,158435351,,0.0789355739628088,1,0,0,131827,158441452,6101,0.667745603617725,0.900625766064583,1.25654642032772
OR10K2,3.15503908166972,0.27,chr1,158390656,-3.15503908166972,,1,0,0,131819,158389562,1094,0.290692739026175,0.715359435692742,-8.77965547405346
OR10P1,131.14679071066,0.024,chr12,56030675,0.0209018798260864,131.125888830834,15,0,0,1400081,56050086,19411,0.0446140114771101,0.435151412186941,15.2044927708058
OR10Q1,1.68715901171283,0.313,chr11,57996390,,1.68715901171283,2,0,0,1292446,58012915,-16525,0.25411914604995,0.688691757989341,9.03424525266207
OR10R2,6.83080121728232,0.272,chr1,158449667,,6.83080121728232,3,0,0,131834,158476789,27122,0.147150507616498,0.596017445974347,7.08707782368787
OR10T2,0.548998707979931,0.524,chr1,158369256,,0.548998707979931,1,0,0,131816,158366912,2344,0.541210255879995,0.849483471402358,4.48251284206034
OR10V1,5.8500096575659,0.903,chr11,59481318,0.161923587483214,5.68808607008269,7,0,0,1293242,59478101,3217,0.271500143301918,0.701486150548907,-8.60250180149498
OR10V2P,5.08139287949044e-05,0.99,chr11,59516284,-5.08139287949044e-05,,1,0,0,1293264,59516401,117,0.996143586794419,0.999262098956646,-0.0346068669779633
OR10W1,7.07651231423914,0.39,chr11,58035732,,7.07651231423914,6,0,0,1292456,58065922,-30190,0.131667897769348,0.578951469106597,19.0825011880986
OR10X1,6.53780174113576,0.348,chr1,158549689,-0.763758364625541,5.77404337651022,3,0,0,131863,158548448,1241,0.126171151366198,0.572880353451714,-4.28720639920883
OR10Z1,7.17613332758192,0.148,chr1,158576228,,7.17613332758192,2,0,0,131880,158609648,33420,0.0979288416215322,0.535167585881959,10.2020678372294
OR11A1,0.0275811725454668,0.955,chr6,29395509,0.0275811725454668,,1,0,0,724251,29396255,-746,0.888862902268773,0.971695994300915,1.070483817525
OR11G2,39.5094160827819,0.068,chr14,20665494,0.482575445093536,39.0268406376884,7,0,0,1521681,20645206,-20288,0.0250947760143136,0.372371288565418,26.9584529786508
OR11H1,48.4930949808367,0.229,chr22,16449804,3.09607766091552,45.3970173199212,110,2,0,2133576,16635678,-185874,0.000318764001260291,0.117445010363803,49.2705079137015
OR11H12,59.2278620804537,0.089,chr14,19377593,11.7899232071647,47.4379388732889,76,1,0,1520689,19187957,-189636,0.000137135943675105,0.0933860339547087,57.4583244403312
OR11H2,51.0136470467619,0.006,chr14,20182491,0.337314969136784,50.6763320776252,46,1,0,1521502,20136756,45735,0.0028539937474596,0.202901535877261,34.2703842660577
OR11H4,0.987498779662488,0.171,chr14,20710950,,0.987498779662488,1,0,0,1521754,20732666,21716,0.201786842868641,0.647819597135785,-5.04277789901838
OR11H6,0.531260063472501,0.915,chr14,20691868,,0.531260063472501,4,0,0,1521700,20679873,-11995,0.435089133711724,0.799915721074943,3.45229572173092
OR11H7,48.9233126838685,0.032,chr14,20697139,-46.3239057548551,2.59940692901338,2,0,0,1521735,20697100,-39,0.0315170249370273,0.395970113375069,-27.4787646081164
OR11L1,19.8720650980697,0.366,chr1,248005198,17.9139218998891,1.95814319818064,3,0,0,193724,248004499,699,0.209988008044241,0.654464922409709,11.3539272495615
OR12D2,0.0869227280702286,0.892,chr6,29364415,-0.0869227280702286,,2,0,0,724247,29365288,873,0.659188167225292,0.897388643081801,-1.31389908807315
OR12D3,14.2147297878114,0.008,chr6,29343068,,14.2147297878114,2,0,0,724234,29337526,5542,0.0401698317252212,0.422966808013626,10.116466769101
OR13A1,162.398509474815,0.001,chr10,45315608,,162.398509474815,37,1,24,1175975,45870063,-554455,0.00904659109277715,0.279521633047982,41.3242084967155
OR13C2,0.828667443945901,0.412,chr9,107367908,,0.828667443945901,1,0,0,1093340,107369962,-2054,0.407331856564062,0.785420385302289,-4.34066098150594
OR13C3,0.663261057785633,0.788,chr9,107299094,-0.663261057785633,,2,0,0,1093319,107298552,542,0.546909043660378,0.851858668914264,-7.12176937045877
OR13C5,0.248995223822334,0.5,chr9,107361694,,0.248995223822334,1,0,0,1093336,107348407,13287,0.492797819114738,0.82756126843705,2.40540907595207
OR13C8,1.23149071577186,0.607,chr9,107331448,,1.23149071577186,1,0,0,1093327,107325098,-6350,0.589584271737376,0.869680885657114,6.00843766458263
OR13C9,14.3889773077265,0.249,chr9,107380485,,14.3889773077265,6,0,0,1093355,107396770,-16285,0.0194496077270647,0.347479927371277,9.30649360217481
OR13D1,1.16580822362081,0.562,chr9,107456702,,1.16580822362081,2,0,0,1093393,107482433,25731,0.313831771272622,0.730615419662062,6.20146521432912
OR13F1,1.7438137049958,0.927,chr9,107266543,0.131291019175609,1.61252268582019,7,0,0,1093270,107151001,-115542,0.290263930661936,0.715072638765315,-9.38613836748376
OR13G1,84.3874687963152,0.007,chr1,247836343,,84.3874687963152,8,1,0,193646,247802881,33462,0.00296487261836528,0.204973771092297,37.6974896828178
OR13J1,3.50012008597632,0.999,chr9,35870398,0.116939223642275,3.38318086233405,12,0,0,1056037,35853626,16772,0.41768214249386,0.79108709822457,2.42337001485843
OR14A16,2.79061822999849,0.376,chr1,247979031,0.0632790201524252,2.72733920984606,3,0,0,193703,247975709,3322,0.236930791363805,0.676033892158458,11.3835254409172
OR14A2,0.793779498125428,0.59,chr1,247911460,0.793779498125428,,1,0,0,193684,247911873,-413,0.582125079830433,0.866801726640598,5.88350995366112
OR14C36,14.2722479563603,0.064,chr1,248512076,,14.2722479563603,2,0,0,194007,248505337,-6739,0.076219913029598,0.500510431032826,-13.0507862613297
